Coordination,r1_c36,r2_c36,r3_c36,r1_a99sb*
V-trigonal-bipyramid,4.627,4.513,5.763,0.969
V-trigonal-bipyramid,6.178,5.037,5.595,0.569
V-trigonal-bipyramid,4.394,5.856,5.936,1.543
V-trigonal-bipyramid,3.963,4.315,5.912,0.618
V-trigonal-bipyramid,7.705,5.563,6.076,0.712
V-trigonal-bipyramid,5.891,5.866,5.532,0.353
V-trigonal-bipyramid,6.17,5.876,7.407,5.927
V-trigonal-bipyramid,5.182,5.233,6.213,0.296
V-trigonal-bipyramid,4.564,5.288,5.247,0.63
V-trigonal-bipyramid,5.541,6.241,6.077,1.255
V-trigonal-bipyramid,5.399,4.695,3.229,0.747
V-trigonal-bipyramid,6.103,4.545,6.434,3.703
V-trigonal-bipyramid,5.442,6.077,5.922,0.903
V-trigonal-bipyramid,4.9,6.554,5.399,2.006
V-trigonal-bipyramid,6.11,8.15,7.988,1.158
V-trigonal-bipyramid,4.869,7.129,6.988,0.85
V-trigonal-bipyramid,6.683,5.513,6.521,0.93
V-trigonal-bipyramid,5.924,5.385,4.017,0.873
V-trigonal-bipyramid,7.892,6.164,6.103,1.256
V-trigonal-bipyramid,6.003,6.751,5.712,0.445
V-trigonal-bipyramid,7.011,7.69,6.237,1.404
V-trigonal-bipyramid,4.025,5.231,6.284,1.79
V-trigonal-bipyramid,4.54,7.55,6.361,0.656
V-trigonal-bipyramid,5.483,5.481,5.057,0.528
V-trigonal-bipyramid,6.313,6.985,4.923,1.381
V-trigonal-bipyramid,4.093,5.754,3.565,1.11
V-trigonal-bipyramid,5.093,5.157,6.401,1.388
V-trigonal-bipyramid,5.249,6.983,3.653,1.476
V-trigonal-bipyramid,3.044,4.877,5.891,1.413
V-trigonal-bipyramid,4.235,5.45,6.218,0.664
V-trigonal-bipyramid,5.201,5.118,4.908,0.927
V-trigonal-bipyramid,5.857,3.987,6.73,1.098
V-trigonal-bipyramid,4.738,4.865,6.606,0.375
V-trigonal-bipyramid,6.813,6.256,4.588,1.606
V-trigonal-bipyramid,5.709,7.359,6.376,1.193
V-trigonal-bipyramid,6.052,4.603,5.587,0.142
V-trigonal-bipyramid,6.626,6.763,6.435,0.754
V-trigonal-bipyramid,5.761,5.719,5.891,1.006
V-trigonal-bipyramid,4.697,4.465,5.895,1.487
V-trigonal-bipyramid,5.445,7.676,4.965,3.047
V-trigonal-bipyramid,4.057,6.29,4.716,0.533
V-trigonal-bipyramid,4.58,6.543,4.184,1.524
V-trigonal-bipyramid,5.615,7.159,5.937,1.072
V-trigonal-bipyramid,5.194,4.325,7.239,0.942
V-trigonal-bipyramid,5.564,5.589,4.041,0.776
V-trigonal-bipyramid,6.077,5.908,3.744,0.807
V-trigonal-bipyramid,6.082,5.32,6.384,0.904
V-trigonal-bipyramid,5.467,6.461,5.719,0.547
V-trigonal-bipyramid,6.701,5.746,6.401,0.814
V-trigonal-bipyramid,5.34,4.68,5.936,3.791
V-trigonal-bipyramid,3.928,5.134,4.995,0.885
V-trigonal-bipyramid,4.258,6.599,6.29,1.669
V-trigonal-bipyramid,6.208,5.249,4.61,1.184
V-trigonal-bipyramid,6.083,5.651,6.672,2.646
V-trigonal-bipyramid,5.42,7.759,6.509,1.462
V-trigonal-bipyramid,4.986,5.178,5.13,1.282
V-trigonal-bipyramid,6.018,5.629,5.305,1.968
V-trigonal-bipyramid,4.667,6.479,5.466,0.832
V-trigonal-bipyramid,5.256,6.226,5.366,0.433
V-trigonal-bipyramid,6.984,6.151,5.447,1.035
V-trigonal-bipyramid,5.629,8.363,5.507,1.057
V-trigonal-bipyramid,4.387,6.65,6.384,1.649
V-trigonal-bipyramid,4.698,6.05,7.12,0.635
V-trigonal-bipyramid,4.985,7.231,5.563,1.011
V-trigonal-bipyramid,3.907,6.335,4.969,3.118
V-trigonal-bipyramid,5.637,6.285,6.216,0.316
V-trigonal-bipyramid,5.292,5.761,6.3,0.437
V-trigonal-bipyramid,5.441,6.079,6.121,0.686
V-trigonal-bipyramid,4.948,5.835,5.667,0.808
V-trigonal-bipyramid,6.69,5.749,6.375,1.088
V-trigonal-bipyramid,6.035,5.822,5.629,1.316
V-trigonal-bipyramid,6.139,6.248,5.51,1.286
V-trigonal-bipyramid,6.056,7.359,7.746,1.226
V-trigonal-bipyramid,6.468,5.397,5.627,0.679
V-trigonal-bipyramid,6.031,5.069,5.171,0.89
V-trigonal-bipyramid,5.041,3.57,5.599,1.836
V-trigonal-bipyramid,5.966,4.783,6.33,1.112
V-trigonal-bipyramid,4.374,5.415,5.878,1.444
V-trigonal-bipyramid,4.204,5.779,7.122,0.658
V-trigonal-bipyramid,4.184,4.1,5.176,1.349
V-trigonal-bipyramid,4.388,7.949,6.151,0.89
V-trigonal-bipyramid,5.643,5.376,7.361,0.73
V-trigonal-bipyramid,4.388,6.484,6.169,0.742
V-trigonal-bipyramid,7.213,5.263,6.317,0.679
V-trigonal-bipyramid,7.469,7.903,6.727,1.461
V-trigonal-bipyramid,6.201,7.509,4.545,1.655
V-trigonal-bipyramid,4.767,6.71,5.468,0.464
V-trigonal-bipyramid,4.323,7.78,4.951,1.103
V-trigonal-bipyramid,6.066,6.064,5.753,1.389
V-trigonal-bipyramid,3.082,7.478,6.249,0.676
V-trigonal-bipyramid,6.224,6.117,5.644,0.511
V-trigonal-bipyramid,5.336,4.323,6.483,0.415
V-trigonal-bipyramid,5.025,5.196,5.353,0.938
V-trigonal-bipyramid,4.874,5.431,5.706,1.427
V-trigonal-bipyramid,7.136,7.084,4.973,0.739
V-trigonal-bipyramid,4.735,6.054,5.922,0.955
V-trigonal-bipyramid,3.719,6.368,6.845,2.355
V-trigonal-bipyramid,5.672,6.519,5.543,0.462
V-trigonal-bipyramid,6.341,5.24,7.561,1.553
V-trigonal-bipyramid,6.501,4.885,6.938,1.704
V-trigonal-bipyramid,5.398,6.981,5.251,0.537
V-trigonal-bipyramid,4.894,8.103,6.077,0.744
V-trigonal-bipyramid,4.736,5.879,6.168,1.032
V-trigonal-bipyramid,4.647,4.762,5.753,0.708
V-trigonal-bipyramid,5.447,6.111,5.742,0.45
V-trigonal-bipyramid,4.493,5.53,6.073,0.459
V-trigonal-bipyramid,5.226,6.286,5.242,2.207
V-trigonal-bipyramid,3.565,6.097,7.151,1.019
V-trigonal-bipyramid,4.079,6.271,5.97,1.113
V-trigonal-bipyramid,5.949,8.036,7.052,0.519
V-trigonal-bipyramid,4.982,6.085,5.474,0.81
V-trigonal-bipyramid,5.963,4.947,4.399,0.43
V-trigonal-bipyramid,6.087,4.868,4.555,1.209
V-trigonal-bipyramid,4.233,6.915,4.413,1.324
V-trigonal-bipyramid,3.601,6.218,5.402,3.48
V-trigonal-bipyramid,5.204,4.943,5.01,0.425
V-trigonal-bipyramid,4.21,8.215,5.093,3.084
V-trigonal-bipyramid,4.311,6.145,6.473,1.985
V-trigonal-bipyramid,4.723,5.089,6.398,0.654
V-trigonal-bipyramid,5.951,6.273,4.397,0.38
V-trigonal-bipyramid,4.446,4.121,7.434,1.355
V-trigonal-bipyramid,5.697,4.587,6.055,0.432
V-trigonal-bipyramid,4.501,4.728,4.185,0.509
V-trigonal-bipyramid,5.42,4.504,7.31,0.383
V-trigonal-bipyramid,5.482,5.54,5.49,0.722
V-trigonal-bipyramid,6.782,7.239,6.826,1.094
V-trigonal-bipyramid,4.871,5.32,4.447,0.875
V-trigonal-bipyramid,4.32,6.529,4.87,0.814
V-trigonal-bipyramid,4.443,5.603,4.76,0.978
V-trigonal-bipyramid,5.181,5.212,4.248,0.658
V-trigonal-bipyramid,5.44,5.176,4.616,6.927
V-trigonal-bipyramid,5.096,5.618,5.568,1.089
V-trigonal-bipyramid,5.709,5.119,5.872,1.945
V-trigonal-bipyramid,5.244,5.406,5.674,0.966
V-trigonal-bipyramid,3.703,6.088,4.32,0.723
V-trigonal-bipyramid,5.513,6.185,5.883,0.941
V-trigonal-bipyramid,4.266,5.985,5.443,0.856
V-trigonal-bipyramid,3.269,8.018,4.945,1.721
V-trigonal-bipyramid,5.481,6.093,4.151,0.714
V-trigonal-bipyramid,3.804,5.789,5.209,0.547
V-trigonal-bipyramid,5.818,6.352,5.857,0.934
V-trigonal-bipyramid,4.494,5.591,4.426,0.901
V-trigonal-bipyramid,4.509,5.438,5.542,0.607
V-trigonal-bipyramid,4.949,5.355,5.652,0.592
V-trigonal-bipyramid,6.732,5.673,5.649,1.056
V-trigonal-bipyramid,6.145,5.881,3.52,0.483
V-trigonal-bipyramid,2.911,5.085,5.844,0.774
V-trigonal-bipyramid,4.771,6.998,6.173,0.681
V-trigonal-bipyramid,5.18,3.615,5.438,0.571
V-trigonal-bipyramid,3.766,6.95,5.586,0.648
V-trigonal-bipyramid,5.429,6.911,5.098,1.468
V-trigonal-bipyramid,4.644,6.981,5.122,1.784
V-trigonal-bipyramid,7.343,6.124,5.357,0.858
V-trigonal-bipyramid,4.442,6.797,5.567,0.421
V-trigonal-bipyramid,5.058,7.704,6.999,2.106
V-trigonal-bipyramid,4.927,5.887,4.219,6.657
V-trigonal-bipyramid,5.583,4.522,5.554,6.829
V-trigonal-bipyramid,4.861,5.624,5.296,2.421
V-trigonal-bipyramid,3.844,4.342,5.362,0.795
V-trigonal-bipyramid,5.017,6.505,5.248,1.048
V-trigonal-bipyramid,5.449,5.748,4.744,5.586
V-trigonal-bipyramid,5.802,8.621,8.529,2.181
V-trigonal-bipyramid,4.26,5.242,7.292,1.896
V-trigonal-bipyramid,5.026,7.678,6.141,0.492
V-trigonal-bipyramid,4.226,5.278,6.73,0.92
V-trigonal-bipyramid,4.992,5.632,6.687,1.11
V-trigonal-bipyramid,5.34,6.602,6.551,1.393
V-trigonal-bipyramid,6.915,6.033,7.054,0.6
V-trigonal-bipyramid,5.51,5.289,4.553,0.934
V-trigonal-bipyramid,6.907,6.743,5.434,0.795
V-trigonal-bipyramid,6.053,6.197,4.511,0.923
V-trigonal-bipyramid,5.725,5.349,4.094,1.105
V-trigonal-bipyramid,4.178,4.996,6.141,0.567
V-trigonal-bipyramid,6.246,7.84,4.879,3.513
V-trigonal-bipyramid,5.48,5.167,7.554,2.728
V-trigonal-bipyramid,5.477,7.634,4.833,0.989
V-trigonal-bipyramid,5.818,5.936,7.136,0.81
V-trigonal-bipyramid,4.653,5.733,4.322,0.768
V-trigonal-bipyramid,4.168,6.955,6.04,0.907
V-trigonal-bipyramid,4.512,5.271,5.246,0.647
V-trigonal-bipyramid,5.107,5.943,7.038,0.868
V-trigonal-bipyramid,4.016,5.288,5.928,7.417
V-trigonal-bipyramid,6.186,5.002,6.523,7.232
V-trigonal-bipyramid,6.71,4.718,4.937,7.965
